session,species,var,SVC_tl,SVC_abundance
190,striped parrotfish,2,5,0.25
190,yellowhead wrasse,2,4,0.25
190,redband parrotfish,2,4.5,1
190,greenblotch parrotfish,2,5.5,0.5
190,blue runner,2,17.5,3.5
190,scad sp.,2,9,24
190,clown wrasse,3,7,1
190,reef butterflyfish,3,9,1
190,blue hamlet,3,13,1
190,rock beauty,3,30,1
190,harlequin bass,3,6,1
190,graysby,3,9,1
190,butter hamlet,3,10,1
190,gray angelfish,3,30,1
190,black hamlet,3,7,1
190,mutton snapper,3,60,1
190,bar jack,3,28,1
190,spanish hogfish,3,25,1
190,black grouper,3,80,1
190,blue tang,3,15,2
190,ocean surgeonfish,3,12,2
190,sharpnose puffer,3,4,2
190,bicolor damselfish,3,5,34
190,bluehead wrasse,3,5,23.5
190,blue chromis,3,7,5
190,striped parrotfish,3,6,2.5
190,yellowhead wrasse,3,5,2.5
190,redband parrotfish,3,6,4
190,greenblotch parrotfish,3,6,3
190,blue runner,3,20,9
190,scad sp.,3,10,50
190,bicolor damselfish,4,6,16
190,bluehead wrasse,4,9,10.75
190,blue chromis,4,7.5,1.5
190,striped parrotfish,4,14.5,0.25
190,yellowhead wrasse,4,8.5,0.25
190,redband parrotfish,4,10.5,1
190,greenblotch parrotfish,4,6.5,0.5
190,blue runner,4,22.5,3.5
190,scad sp.,4,11,24
190,creole wrasse,5,7,1
190,brown chromis,5,7,1
190,foureye butterflyfish,5,10,1
190,blue tang,5,20,1
190,ocean surgeonfish,5,20,1
190,sharpnose puffer,5,7,1
190,bicolor damselfish,5,7,1
190,bluehead wrasse,5,13,1
190,blue chromis,5,8,1
190,striped parrotfish,5,23,1
190,yellowhead wrasse,5,12,1
190,redband parrotfish,5,15,1
190,greenblotch parrotfish,5,7,1
190,blue runner,5,25,1
190,scad sp.,5,12,1
191,ocean surgeonfish,1,4,1
191,puddingwife,1,2,1
191,stoplight parrotfish,1,4,1
191,bicolor damselfish,1,3,1
191,bluehead wrasse,1,3,1
191,striped parrotfish,1,4,1
191,redband parrotfish,1,4,1
191,tomtate,1,4,1
191,clown wrasse,1,6,1
191,white grunt,1,6,1
191,striped parrotfish,2,5.5,1.75
191,redband parrotfish,2,5.5,1.25
191,tomtate,2,4.5,0.25
191,clown wrasse,2,7,0.5
191,white grunt,2,7.5,4
191,spotted goatfish,3,8,1
191,doctorfish,3,5,1
191,blue tang,3,13,1
191,cocoa damselfish,3,8,1
191,queen angelfish,3,10,1
191,stoplight parrotfish,3,7,1
191,bicolor damselfish,3,4,2
191,bluehead wrasse,3,4,2
191,striped parrotfish,3,7,5.5
191,redband parrotfish,3,7,4.5
191,tomtate,3,5,2.5
191,clown wrasse,3,8,3
191,white grunt,3,9,10
191,striped parrotfish,4,8.5,1.75
191,redband parrotfish,4,8.5,1.25
191,tomtate,4,5.5,0.25
191,clown wrasse,4,9.5,0.5
191,white grunt,4,10.5,4
191,ocean surgeonfish,5,7,1
191,puddingwife,5,3,1
191,stoplight parrotfish,5,9,1
191,bicolor damselfish,5,6,1
191,bluehead wrasse,5,5,1
191,striped parrotfish,5,10,1
191,redband parrotfish,5,10,1
191,tomtate,5,6,1
191,clown wrasse,5,11,1
191,white grunt,5,12,1
192,french grunt,1,12,1
192,blue tang,1,14,1
192,bluestriped grunt,1,18,1
192,yellowtail snapper,1,15,1
192,white grunt,1,10,1
192,redband parrotfish,1,5,1
192,stoplight parrotfish,1,7,1
192,striped parrotfish,1,7,1
192,yellowtail snapper,2,16.5,1
192,white grunt,2,13.5,6
192,redband parrotfish,2,7.5,2.25
192,stoplight parrotfish,2,11,0.5
192,striped parrotfish,2,8,0.75
192,mahogany snapper,3,20,1
192,cocoa damselfish,3,6,1
192,gray angelfish,3,17,1
192,ocean surgeonfish,3,12,1
192,bluestriped grunt,3,19,1
192,yellowtail snapper,3,18,4
192,white grunt,3,17,14
192,redband parrotfish,3,10,6.5
192,stoplight parrotfish,3,15,3
192,striped parrotfish,3,9,3.5
192,yellowtail snapper,4,19.5,1
192,white grunt,4,20,6
192,redband parrotfish,4,12.5,2.25
192,stoplight parrotfish,4,19.5,0.5
192,striped parrotfish,4,10,0.75
192,french grunt,5,14,1
192,blue tang,5,18,1
192,bluestriped grunt,5,20,1
192,yellowtail snapper,5,21,1
192,white grunt,5,23,1
192,redband parrotfish,5,15,1
192,stoplight parrotfish,5,24,1
192,striped parrotfish,5,11,1
193,spotfin butterflyfish,1,12,1
193,longspine squirrelfish,1,17,1
193,bandtail puffer,1,10,1
193,scrawled filefish,1,35,1
193,graysby,1,11,1
193,rock beauty,1,12,1
193,masked goby,1,3,1
193,blue tang,1,13,1
193,sharpnose puffer,1,5,1
193,princess parrotfish,1,20,1
193,blue chromis,1,8,1
193,brown chromis,1,6,1
193,bicolor damselfish,1,4,1
193,redband parrotfish,1,5,1
193,bluehead wrasse,1,2,1
193,yellowhead wrasse,1,4,1
193,striped parrotfish,1,8,1
193,ocean surgeonfish,1,15,1
193,bicolor damselfish,2,5.5,21
193,redband parrotfish,2,10.5,2
193,bluehead wrasse,2,5,5.75
193,yellowhead wrasse,2,7,1
193,striped parrotfish,2,9,0.25
193,ocean surgeonfish,2,16,3
193,butter hamlet,3,10,1
193,white grunt,3,25,1
193,gray angelfish,3,30,1
193,rock beauty,3,15,1
193,masked goby,3,3,1
193,blue tang,3,15,1
193,sharpnose puffer,3,5,1
193,princess parrotfish,3,22,1
193,blue chromis,3,9,2
193,brown chromis,3,8,2
193,bicolor damselfish,3,7,44
193,redband parrotfish,3,16,6
193,bluehead wrasse,3,8,13.5
193,yellowhead wrasse,3,10,4
193,striped parrotfish,3,10,2.5
193,ocean surgeonfish,3,17,8
193,bicolor damselfish,4,7.5,21
193,redband parrotfish,4,20.5,2
193,bluehead wrasse,4,11,5.75
193,yellowhead wrasse,4,12.5,1
193,striped parrotfish,4,10.5,0.25
193,ocean surgeonfish,4,19,3
193,spotfin butterflyfish,5,12,1
193,longspine squirrelfish,5,22,1
193,bandtail puffer,5,15,1
193,scrawled filefish,5,45,1
193,graysby,5,15,1
193,rock beauty,5,17,1
193,masked goby,5,3,1
193,blue tang,5,18,1
193,sharpnose puffer,5,5,1
193,princess parrotfish,5,23,1
193,blue chromis,5,11,1
193,brown chromis,5,10,1
193,bicolor damselfish,5,8,1
193,redband parrotfish,5,25,1
193,bluehead wrasse,5,14,1
193,yellowhead wrasse,5,15,1
193,striped parrotfish,5,11,1
193,ocean surgeonfish,5,21,1
194,spotfin butterflyfish,1,10,1
194,scrawled filefish,1,40,1
194,graysby,1,13,1
194,blue parrotfish,1,35,1
194,blue tang,1,15,1
194,greenblotch parrotfish,1,5,1
194,bicolor damselfish,1,3,1
194,redband parrotfish,1,8,1
194,yellowhead wrasse,1,5,1
194,ocean surgeonfish,1,15,1
194,stoplight parrotfish,1,20,1
194,bluehead wrasse,1,6,1
194,doctorfish,1,18,1
194,bicolor damselfish,2,4,11.25
194,redband parrotfish,2,9.5,2.25
194,yellowhead wrasse,2,6,0.25
194,ocean surgeonfish,2,16.5,4.75
194,stoplight parrotfish,2,21.5,2
194,bluehead wrasse,2,7,7
194,doctorfish,2,19,2.75
194,longspine squirrelfish,3,19,1
194,harlequin bass,3,8,1
194,orangespotted filefish,3,15,1
194,foureye butterflyfish,3,7,1
194,queen angelfish,3,22,1
194,spotted trunkfish,3,20,1
194,blue parrotfish,3,38,1
194,blue tang,3,17,2
194,greenblotch parrotfish,3,6,2
194,bicolor damselfish,3,5,24.5
194,redband parrotfish,3,11,6.5
194,yellowhead wrasse,3,7,2.5
194,ocean surgeonfish,3,18,11.5
194,stoplight parrotfish,3,23,6
194,bluehead wrasse,3,8,16
194,doctorfish,3,20,7.5
194,bicolor damselfish,4,6,11.25
194,redband parrotfish,4,13,2.25
194,yellowhead wrasse,4,9,0.25
194,ocean surgeonfish,4,20,4.75
194,stoplight parrotfish,4,24,2
194,bluehead wrasse,4,9,7
194,doctorfish,4,21,2.75
194,spotfin butterflyfish,5,11,1
194,scrawled filefish,5,45,1
194,graysby,5,16,1
194,blue parrotfish,5,42,1
194,blue tang,5,18,1
194,greenblotch parrotfish,5,8,1
194,bicolor damselfish,5,7,1
194,redband parrotfish,5,15,1
194,yellowhead wrasse,5,11,1
194,ocean surgeonfish,5,22,1
194,stoplight parrotfish,5,25,1
194,bluehead wrasse,5,10,1
194,doctorfish,5,22,1
195,blue tang,1,10,1
195,stoplight parrotfish,1,7,1
195,bicolor damselfish,1,5,1
195,threespot damselfish,1,7,1
195,striped parrotfish,1,5,1
195,gray snapper,1,20,1
195,redband parrotfish,1,4,1
195,gray snapper,2,21,0.25
195,redband parrotfish,2,5.5,0.75
195,white grunt,3,25,1
195,sharpnose puffer,3,5,1
195,porkfish,3,25,1
195,schoolmaster snapper,3,22,1
195,hogfish,3,15,1
195,yellowtail snapper,3,20,1
195,bluehead wrasse,3,4,1
195,puddingwife,3,6,1
195,trumpetfish,3,40,1
195,ocean surgeonfish,3,13,1
195,yellowhead wrasse,3,13,1
195,masked goby,3,3,1
195,butter hamlet,3,8,1
195,queen parrotfish,3,12,1
195,gray angelfish,3,15,1
195,blue hamlet,3,8,1
195,cocoa damselfish,3,6,1
195,sand diver,3,35,1
195,saucereye porgy,3,20,1
195,bicolor damselfish,3,6,1
195,threespot damselfish,3,7,1
195,striped parrotfish,3,7,2
195,gray snapper,3,22,2.5
195,redband parrotfish,3,7,3.5
195,gray snapper,4,23.5,0.25
195,redband parrotfish,4,9.5,0.75
195,blue tang,5,12,1
195,stoplight parrotfish,5,20,1
195,bicolor damselfish,5,6,1
195,threespot damselfish,5,9,1
195,striped parrotfish,5,11,1
195,gray snapper,5,25,1
195,redband parrotfish,5,12,1
196,gray angelfish,1,8,1
196,ocean surgeonfish,1,9,1
196,redband parrotfish,1,4,1
196,stoplight parrotfish,1,3,1
196,striped parrotfish,1,3,1
196,bluehead wrasse,1,3,1
196,striped parrotfish,2,3.5,2
196,bluehead wrasse,2,4.5,1
196,slippery dick,3,7,1
196,white grunt,3,15,1
196,yellowhead wrasse,3,8,1
196,butter hamlet,3,8,1
196,cocoa damselfish,3,8,1
196,redband parrotfish,3,4,1
196,stoplight parrotfish,3,4,1
196,striped parrotfish,3,4,6
196,bluehead wrasse,3,6,4
196,striped parrotfish,4,5.5,2
196,bluehead wrasse,4,8.5,1
196,gray angelfish,5,10,1
196,ocean surgeonfish,5,12,1
196,redband parrotfish,5,10,1
196,stoplight parrotfish,5,4,1
196,striped parrotfish,5,7,1
196,bluehead wrasse,5,11,1
197,clown wrasse,1,7,1
197,slippery dick,1,6,1
197,ocean surgeonfish,1,12,1
197,redband parrotfish,1,4,1
197,bluehead wrasse,1,2,1
197,yellowhead wrasse,1,5,1
197,bicolor damselfish,1,3,1
197,bluehead wrasse,2,4,2.75
197,yellowhead wrasse,2,5.5,0.25
197,bicolor damselfish,2,3.5,3.25
197,trumpetfish,3,10,1
197,graysby,3,15,1
197,greenblotch parrotfish,3,3,1
197,striped parrotfish,3,18,1
197,lantern bass,3,3,1
197,sharpnose puffer,3,4,1
197,colon goby,3,3,1
197,slender filefish,3,4,1
197,scrawled filefish,3,48,1
197,bandtail puffer,3,13,1
197,reef butterflyfish,3,8,1
197,blue tang,3,18,1
197,ocean surgeonfish,3,12,1
197,redband parrotfish,3,6,2
197,bluehead wrasse,3,6,7.5
197,yellowhead wrasse,3,6,2.5
197,bicolor damselfish,3,4,8.5
197,bluehead wrasse,4,9.5,2.75
197,yellowhead wrasse,4,7,0.25
197,bicolor damselfish,4,5,3.25
197,clown wrasse,5,11,1
197,slippery dick,5,11,1
197,ocean surgeonfish,5,15,1
197,redband parrotfish,5,12,1
197,bluehead wrasse,5,13,1
197,yellowhead wrasse,5,8,1
197,bicolor damselfish,5,6,1
198,blue tang,1,15,1
198,sharpnose puffer,1,2,1
198,foureye butterflyfish,1,9,1
198,white grunt,1,22,1
198,brown chromis,1,9,1
198,spotfin butterflyfish,1,14,1
198,reef butterflyfish,1,12,1
198,stoplight parrotfish,1,4,1
198,scrawled filefish,1,40,1
198,yellowhead wrasse,1,4,1
198,striped parrotfish,1,4,1
198,bluehead wrasse,1,4,1
198,bicolor damselfish,1,3,1
198,masked goby,1,2,1
198,redband parrotfish,1,4,1
198,blue chromis,1,4,1
198,creole wrasse,1,10,1
198,bluehead wrasse,2,5.5,5.25
198,bicolor damselfish,2,4,6.5
198,masked goby,2,2.5,8.25
198,redband parrotfish,2,5.5,1.5
198,blue chromis,2,5.5,0.25
198,creole wrasse,2,10,3.5
198,butter hamlet,3,9,1
198,redtail parrotfish,3,38,1
198,cocoa damselfish,3,7,1
198,ocean surgeonfish,3,13,1
198,gray angelfish,3,6,1
198,rock beauty,3,8,1
198,harlequin bass,3,8,1
198,clown wrasse,3,3,1
198,graysby,3,20,1
198,cero,3,60,1
198,greenblotch parrotfish,3,4,1
198,yellowtail parrotfish,3,35,1
198,smooth trunkfish,3,28,1
198,balloonfish,3,25,1
198,rainbow wrasse,3,10,1
198,stoplight parrotfish,3,5,1
198,scrawled filefish,3,50,1
198,yellowhead wrasse,3,7,2
198,striped parrotfish,3,6,2
198,bluehead wrasse,3,7,12.5
198,bicolor damselfish,3,5,15
198,masked goby,3,3,18.5
198,redband parrotfish,3,7,5
198,blue chromis,3,7,2.5
198,creole wrasse,3,10,9
198,bluehead wrasse,4,8.5,5.25
198,bicolor damselfish,4,6,6.5
198,masked goby,4,3.5,8.25
198,redband parrotfish,4,9.5,1.5
198,blue chromis,4,8,0.25
198,creole wrasse,4,11.5,3.5
198,blue tang,5,15,1
198,sharpnose puffer,5,4,1
198,foureye butterflyfish,5,11,1
198,white grunt,5,24,1
198,brown chromis,5,11,1
198,spotfin butterflyfish,5,14,1
198,reef butterflyfish,5,14,1
198,stoplight parrotfish,5,50,1
198,scrawled filefish,5,50,1
198,yellowhead wrasse,5,8,1
198,striped parrotfish,5,18,1
198,bluehead wrasse,5,10,1
198,bicolor damselfish,5,7,1
198,masked goby,5,4,1
198,redband parrotfish,5,12,1
198,blue chromis,5,9,1
198,creole wrasse,5,13,1
199,redband parrotfish,1,5,1
199,bluehead wrasse,1,3,1
199,white grunt,1,8,1
199,bluestriped grunt,1,10,1
199,sergeant major,1,6,1
199,striped parrotfish,1,3,1
199,white grunt,2,11.5,0.25
199,bluestriped grunt,2,10,0.25
199,sergeant major,2,7,0.25
199,striped parrotfish,2,4.5,5
199,french grunt,3,12,1
199,tomtate,3,8,1
199,cocoa damselfish,3,6,1
199,stoplight parrotfish,3,5,1
199,threespot damselfish,3,8,1
199,slender filefish,3,7,1
199,bar jack,3,15,1
199,ocean surgeonfish,3,17,1
199,foureye butterflyfish,3,7,1
199,bluehead wrasse,3,7,2
199,white grunt,3,15,2.5
199,bluestriped grunt,3,10,2.5
199,sergeant major,3,8,2.5
199,striped parrotfish,3,6,12
199,white grunt,4,19.5,0.25
199,bluestriped grunt,4,12.5,0.25
199,sergeant major,4,8.5,0.25
199,striped parrotfish,4,8.5,5
199,redband parrotfish,5,5,1
199,bluehead wrasse,5,14,1
199,white grunt,5,24,1
199,bluestriped grunt,5,15,1
199,sergeant major,5,9,1
199,striped parrotfish,5,11,1
200,white grunt,1,15,1
200,stoplight parrotfish,1,9,1
200,blue tang,1,8,1
200,bar jack,1,17,1
200,sergeant major,1,10,1
200,atlantic spadefish,1,30,1
200,striped parrotfish,1,5,1
200,gray snapper,1,15,1
200,bluehead wrasse,1,5,1
200,redband parrotfish,1,4,1
200,masked goby,1,2,1
200,tomtate,1,10,1
200,striped parrotfish,2,6,1.5
200,gray snapper,2,17.5,0.75
200,bluehead wrasse,2,5.5,6
200,redband parrotfish,2,5.5,1
200,masked goby,2,2.5,1.25
200,tomtate,2,12.5,7.75
200,butter hamlet,3,7,1
200,yellowtail snapper,3,20,1
200,ocean surgeonfish,3,12,1
200,hogfish,3,15,1
200,trumpetfish,3,40,1
200,bluestriped grunt,3,20,1
200,sharpnose puffer,3,4,1
200,threespot damselfish,3,6.5,1
200,colon goby,3,3,1
200,schoolmaster snapper,3,28,1
200,gray angelfish,3,30,1
200,roughhead blenny,3,2,1
200,smooth trunkfish,3,10,1
200,queen angelfish,3,20,1
200,midnight parrotfish,3,15,1
200,sergeant major,3,11,2
200,atlantic spadefish,3,35,2
200,striped parrotfish,3,7,5
200,gray snapper,3,20,3.5
200,bluehead wrasse,3,6,14
200,redband parrotfish,3,7,4
200,masked goby,3,3,4.5
200,tomtate,3,15,17.5
200,striped parrotfish,4,10,1.5
200,gray snapper,4,21,0.75
200,bluehead wrasse,4,9,6
200,redband parrotfish,4,9,1
200,masked goby,4,3.5,1.25
200,tomtate,4,16,7.75
200,white grunt,5,15,1
200,stoplight parrotfish,5,15,1
200,blue tang,5,15,1
200,bar jack,5,20,1
200,sergeant major,5,11,1
200,atlantic spadefish,5,40,1
200,striped parrotfish,5,13,1
200,gray snapper,5,22,1
200,bluehead wrasse,5,12,1
200,redband parrotfish,5,11,1
200,masked goby,5,4,1
200,tomtate,5,17,1
201,reef butterflyfish,1,10,1
201,clown wrasse,1,6,1
201,blue tang,1,15,1
201,harlequin bass,1,7,1
201,foureye butterflyfish,1,7,1
201,blue chromis,1,9,1
201,bluelip parrotfish,1,3,1
201,masked goby,1,2,1
201,striped parrotfish,1,5,1
201,greenblotch parrotfish,1,3,1
201,bluehead wrasse,1,4,1
201,bicolor damselfish,1,3,1
201,yellowhead wrasse,1,3,1
201,ocean surgeonfish,1,12,1
201,redband parrotfish,1,3,1
201,mackerel scad,1,15,1
201,creole wrasse,1,10,1
201,bluehead wrasse,2,5,4
201,bicolor damselfish,2,4,5.5
201,yellowhead wrasse,2,4.5,0.75
201,ocean surgeonfish,2,12.5,0.5
201,redband parrotfish,2,5,0.5
201,mackerel scad,2,17.5,6.5
201,creole wrasse,2,10,0.25
201,pallid goby,3,3,1
201,sharpnose puffer,3,6,1
201,porkfish,3,28,1
201,spotted goatfish,3,8,1
201,stoplight parrotfish,3,8,1
201,princess parrotfish,3,38,1
201,graysby,3,15,1
201,blue angelfish,3,24,1
201,rock beauty,3,11,1
201,butter hamlet,3,8,1
201,french grunt,3,18,1
201,redtail parrotfish,3,45,1
201,scrawled filefish,3,35,1
201,blue chromis,3,9,1
201,bluelip parrotfish,3,4,1
201,masked goby,3,3,2
201,striped parrotfish,3,6,2
201,greenblotch parrotfish,3,3,2
201,bluehead wrasse,3,6,10
201,bicolor damselfish,3,5,13
201,yellowhead wrasse,3,6,3.5
201,ocean surgeonfish,3,13,3
201,redband parrotfish,3,7,3
201,mackerel scad,3,20,15
201,creole wrasse,3,10,2.5
201,bluehead wrasse,4,9.5,4
201,bicolor damselfish,4,5.5,5.5
201,yellowhead wrasse,4,7.5,0.75
201,ocean surgeonfish,4,14,0.5
201,redband parrotfish,4,13.5,0.5
201,mackerel scad,4,20,6.5
201,creole wrasse,4,11,0.25
201,reef butterflyfish,5,10,1
201,clown wrasse,5,8,1
201,blue tang,5,15,1
201,harlequin bass,5,9,1
201,foureye butterflyfish,5,7,1
201,blue chromis,5,10,1
201,bluelip parrotfish,5,4,1
201,masked goby,5,3,1
201,striped parrotfish,5,7,1
201,greenblotch parrotfish,5,5,1
201,bluehead wrasse,5,13,1
201,bicolor damselfish,5,6,1
201,yellowhead wrasse,5,9,1
201,ocean surgeonfish,5,15,1
201,redband parrotfish,5,20,1
201,mackerel scad,5,20,1
201,creole wrasse,5,12,1
202,striped parrotfish,1,5,1
202,blue tang,1,13,1
202,yellowhead wrasse,1,5,1
202,princess parrotfish,1,20,1
202,reef butterflyfish,1,10,1
202,graysby,1,12,1
202,banded butterflyfish,1,10,1
202,stoplight parrotfish,1,33,1
202,ocean surgeonfish,1,15,1
202,spotfin butterflyfish,1,10,1
202,bicolor damselfish,1,4,1
202,blue chromis,1,7,1
202,bluehead wrasse,1,4,1
202,creole wrasse,1,8,1
202,redband parrotfish,1,3,1
202,bicolor damselfish,2,4.5,3.5
202,blue chromis,2,7,0.75
202,bluehead wrasse,2,6,7.25
202,creole wrasse,2,8.5,4
202,redband parrotfish,2,4,0.25
202,white grunt,3,22,1
202,harlequin bass,3,7,1
202,french grunt,3,22,1
202,scrawled filefish,3,40,1
202,rock beauty,3,13,1
202,greenblotch parrotfish,3,4,1
202,gray angelfish,3,30,1
202,clown wrasse,3,6,1
202,spotted goatfish,3,7,1
202,spanish hogfish,3,10,1
202,sharpnose puffer,3,6,1
202,foureye butterflyfish,3,8,1
202,queen angelfish,3,30,1
202,spotted trunkfish,3,10,1
202,redtail parrotfish,3,50,1
202,cero,3,40,1
202,barred hamlet,3,12,1
202,ocean surgeonfish,3,15,1
202,spotfin butterflyfish,3,10,2
202,bicolor damselfish,3,5,9
202,blue chromis,3,7,3.5
202,bluehead wrasse,3,8,16.5
202,creole wrasse,3,9,10
202,redband parrotfish,3,5,2.5
202,bicolor damselfish,4,5.5,3.5
202,blue chromis,4,8.5,0.75
202,bluehead wrasse,4,10,7.25
202,creole wrasse,4,10.5,4
202,redband parrotfish,4,6.5,0.25
202,striped parrotfish,5,7,1
202,blue tang,5,15,1
202,yellowhead wrasse,5,7,1
202,princess parrotfish,5,25,1
202,reef butterflyfish,5,11,1
202,graysby,5,17,1
202,banded butterflyfish,5,10,1
202,stoplight parrotfish,5,40,1
202,ocean surgeonfish,5,20,1
202,spotfin butterflyfish,5,12,1
202,bicolor damselfish,5,6,1
202,blue chromis,5,10,1
202,bluehead wrasse,5,12,1
202,creole wrasse,5,12,1
202,redband parrotfish,5,8,1
203,blue tang,1,12,1
203,doctorfish,1,12,1
203,neon goby,1,3,1
203,sergeant major,1,5,1
203,bluehead wrasse,1,4,1
203,stoplight parrotfish,1,4,1
203,white grunt,1,10,1
203,sailor's choice,1,20,1
203,bluestriped grunt,1,20,1
203,schoolmaster snapper,1,17,1
203,striped parrotfish,1,5,1
203,white grunt,2,15,10
203,sailor's choice,2,22.5,3
203,bluestriped grunt,2,22.5,11.5
203,schoolmaster snapper,2,18.5,1
203,striped parrotfish,2,5,1.75
203,hogfish,3,20,1
203,cero,3,40,1
203,foureye butterflyfish,3,7,1
203,yellow chub,3,20,1
203,sergeant major,3,6,1
203,bluehead wrasse,3,6,1
203,stoplight parrotfish,3,6,1
203,white grunt,3,20,22
203,sailor's choice,3,25,8
203,bluestriped grunt,3,25,25
203,schoolmaster snapper,3,20,4
203,striped parrotfish,3,5,5.5
203,white grunt,4,22.5,10
203,sailor's choice,4,27.5,3
203,bluestriped grunt,4,27.5,11.5
203,schoolmaster snapper,4,22.5,1
203,striped parrotfish,4,8.5,1.75
203,blue tang,5,12,1
203,doctorfish,5,14,1
203,neon goby,5,3,1
203,sergeant major,5,6,1
203,bluehead wrasse,5,6,1
203,stoplight parrotfish,5,6,1
203,white grunt,5,25,1
203,sailor's choice,5,30,1
203,bluestriped grunt,5,30,1
203,schoolmaster snapper,5,25,1
203,striped parrotfish,5,12,1
204,doctorfish,1,18,1
204,yellowhead wrasse,1,4,1
204,blue tang,1,10,1
204,white grunt,1,30,1
204,stoplight parrotfish,1,6,1
204,masked goby,1,3,1
204,cero,1,27,1
204,blue parrotfish,1,37,1
204,bucktooth parrotfish,1,6,1
204,bluehead wrasse,1,3,1
204,french grunt,1,8,1
204,redband parrotfish,1,4,1
204,striped parrotfish,1,3,1
204,tomtate,1,9,1
204,greenblotch parrotfish,1,4,1
204,bicolor damselfish,1,2,1.1500000000000001
204,bluehead wrasse,2,3,2.25
204,french grunt,2,8.5,16.25
204,redband parrotfish,2,4.5,0.5
204,striped parrotfish,2,4,0.5
204,tomtate,2,9.5,5.5
204,greenblotch parrotfish,2,5.5,1
204,bicolor damselfish,2,3,27.6
204,clown wrasse,3,3,1
204,cocoa damselfish,3,8,1
204,graysby,3,15,1
204,sharpnose puffer,3,6,1
204,ocean surgeonfish,3,8,1
204,rainbow parrotfish,3,45,1
204,yellowtail snapper,3,15,1
204,harlequin bass,3,7,1
204,slippery dick,3,7,1
204,spanish hogfish,3,26,1
204,gray angelfish,3,27,1
204,hogfish,3,30,1
204,scrawled filefish,3,40,1
204,french angelfish,3,25,1
204,rock beauty,3,8,1
204,puddingwife,3,6,1
204,slender filefish,3,5,1
204,butter hamlet,3,7,1
204,trumpetfish,3,25,1
204,cero,3,30,1
204,blue parrotfish,3,40,1
204,bucktooth parrotfish,3,7,2
204,bluehead wrasse,3,3,6.5
204,french grunt,3,9,34.5
204,redband parrotfish,3,5,3
204,striped parrotfish,3,5,3
204,tomtate,3,10,13
204,greenblotch parrotfish,3,7,4
204,bicolor damselfish,3,4,57.5
204,bluehead wrasse,4,4.5,2.25
204,french grunt,4,10.5,16.25
204,redband parrotfish,4,7.5,0.5
204,striped parrotfish,4,8,0.5
204,tomtate,4,11.5,5.5
204,greenblotch parrotfish,4,7.5,1
204,bicolor damselfish,4,5,27.6
204,doctorfish,5,18,1
204,yellowhead wrasse,5,7,1
204,blue tang,5,12,1
204,white grunt,5,32,1
204,stoplight parrotfish,5,8,1
204,masked goby,5,3,1
204,cero,5,30,1
204,blue parrotfish,5,45,1
204,bucktooth parrotfish,5,8,1
204,bluehead wrasse,5,6,1
204,french grunt,5,12,1
204,redband parrotfish,5,10,1
204,striped parrotfish,5,11,1
204,tomtate,5,13,1
204,greenblotch parrotfish,5,8,1
204,bicolor damselfish,5,6,1.1500000000000001
205,foureye butterflyfish,1,7,1
205,yellowhead wrasse,1,7,1
205,clown wrasse,1,9,1
205,slender filefish,1,3,1
205,blue tang,1,12,1
205,ocean surgeonfish,1,10,1
205,french grunt,1,10,1
205,striped parrotfish,1,5,1
205,bicolor damselfish,1,3,1
205,redband parrotfish,1,3,1
205,greenblotch parrotfish,1,5,1
205,bluehead wrasse,1,3,1
205,tomtate,1,10,1
205,bicolor damselfish,2,4,20.75
205,redband parrotfish,2,4.5,1.25
205,greenblotch parrotfish,2,5,0.25
205,bluehead wrasse,2,3.5,3
205,tomtate,2,10,1.5
205,stoplight parrotfish,3,5,1
205,blue chromis,3,6,1
205,harlequin bass,3,7,1
205,yellowtail snapper,3,13,1
205,cocoa damselfish,3,7,1
205,graysby,3,8,1
205,spanish hogfish,3,9,1
205,slippery dick,3,5,1
205,hogfish,3,22,1
205,cero,3,25,1
205,sharpnose puffer,3,6,1
205,butter hamlet,3,8,1
205,scrawled cowfish,3,30,1
205,bucktooth parrotfish,3,6,1
205,rainbow parrotfish,3,45,1
205,scrawled filefish,3,40,1
205,puddingwife,3,7,1
205,black grouper,3,70,1
205,gray angelfish,3,25,1
205,clown wrasse,3,9,1
205,slender filefish,3,4,1
205,blue tang,3,15,1
205,ocean surgeonfish,3,10,2
205,french grunt,3,10,2
205,striped parrotfish,3,5,2
205,bicolor damselfish,3,5,43.5
205,redband parrotfish,3,6,4.5
205,greenblotch parrotfish,3,5,2.5
205,bluehead wrasse,3,4,8
205,tomtate,3,10,5
205,bicolor damselfish,4,6,20.75
205,redband parrotfish,4,9,1.25
205,greenblotch parrotfish,4,6,0.25
205,bluehead wrasse,4,8,3
205,tomtate,4,11.5,1.5
205,foureye butterflyfish,5,7,1
205,yellowhead wrasse,5,7,1
205,clown wrasse,5,10,1
205,slender filefish,5,4,1
205,blue tang,5,15,1
205,ocean surgeonfish,5,15,1
205,french grunt,5,13,1
205,striped parrotfish,5,10,1
205,bicolor damselfish,5,7,1
205,redband parrotfish,5,12,1
205,greenblotch parrotfish,5,7,1
205,bluehead wrasse,5,12,1
205,tomtate,5,13,1
206,cocoa damselfish,1,6,1
206,cero,1,30,1
206,yellowhead wrasse,1,7,1
206,doctorfish,1,15,1
206,bucktooth parrotfish,1,6,1
206,clown wrasse,1,3,1
206,french grunt,1,8,1
206,striped parrotfish,1,3,1
206,bluehead wrasse,1,3,1
