order,family,binomial,common_name,cryptic and schooling?,lifestage,predator_presence,present in predator surveys?,Vulnerability rank,Red List category,recorded in diet?,Endemic?,Range size (sq. km),depth upper,depth lower,depth range,cleaner score,nocturnal,structured habitat?,structured habitat (binary)?,soft bottom?,soft bottom (binary)?,bottom score,estuary?,estuary (binary)?,seagrass?,seagrass (binary)?,mangrove?,mangrove (binary)?,rocky reef?,rocky reef (binary)?,coral?,coral (binary)?,total habitats,habitat score,position,position score,behavior,max_length,measure,length_source,length score,ratio (REEF interns1),ratio (REEF interns2),ratio (REEF interns3),ratio avg (REEF),ratio (Green and Cote 2014),ratio adult (Christi),final ratio,ratio score,cryptic_colouration,cryptic colouration notes,conspicuous_colouration,conspicuous colouration notes,colouration reference,colouration_count,colouration_cont,colouration_cat1,colouration_cat2,colouration_cat3,cryptic_behaviour,cryptic behaviour notes,conspicuous behaviour,conspicuous behaviour notes,behaviour reference,florida commonality,commonality reference,FishBase Probability of Occurrence in Florida Region,Notes on FishBase Probability of Occurrence,trophic_position,Trophic Position Source,Trophic Level,Trophic Notes (from FishBase),shape
Perciformes,Pomacanthidae,Pomacanthus arcuatus,gray angelfish,0,juvenile,0,0,3,LC,no,no,3559906,2,30,28,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,23,TL,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/pomacanthus-arcuatus/),0,1.5,1.4,1.1,1.3,NA,1.7,1.5,0,0,,1,yellow stripes and blue patches,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/pomacanthus-arcuatus/),1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column; friendly towards divers,FishBase,common,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/pomacanthus-arcuatus/),0.8-1,abundant throughout ,omnivore,,3.2,"Feed mainly on sponges, but also takes tunicates, algae, zoantharians, gorgonians, hydroids, bryozoans, and seagrasses. ",compressiform
Perciformes,Pomacanthidae,Pomacanthus paru,french angelfish,0,adult,0,0,3,LC,no,no,3735121,3,100,97,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,60,TL,,0,1.3,1.5,1.1,1.3,1.6,1.6,1.5,0,0,,1,scales rimmed with yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,occur in pairs above the reef,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=165&menuentry=soorten),common to occasional ,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=165&menuentry=soorten),0.4-1,more common near tip,omnivore,,2.8,"Feed on sponges, algae, bryozoans, zoantharians, gorgonians and tunicates",compressiform
Perciformes,Pomacanthidae,Pomacanthus paru,french angelfish,0,juvenile,0,0,3,LC,no,no,3735121,3,100,97,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,25,TL,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/pomacanthus-paru/),0,1.3,1.5,1.1,1.3,1.6,1.6,1.5,0,0,,1,yellow stripes,Florida Museum (https://www.floridamuseum.ufl.edu/discover-fish/species-profiles/pomacanthus-paru/),1,1,conspicuous,colourful and patterned,colourful,0,,1,occur in pairs above the reef,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=165&menuentry=soorten),common to occasional ,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=165&menuentry=soorten),0.4-1,more common near tip,omnivore,,2.8,"Feed on sponges, algae, bryozoans, zoantharians, gorgonians and tunicates",compressiform
Perciformes,Pomacentridae,Abudefduf saxatilis,sergeant major,0,adult,0,0,3,LC,yes,no,4594237,1,20,19,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,23,TL,,0,2.4,2.3,2.6,2.4,2.5,2.6,2.5,0,0,,1,black bars and yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column; form large feeding aggregations,FishBase,abundant,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=225&menuentry=soorten),0.8-1,abundant throughout,omnivore,,3.8,"Food items include algae, small crustaceans and fish, and various invertebrate larvae",compressiform
Perciformes,Pomacentridae,Abudefduf saxatilis,sergeant major,0,juvenile,0,0,3,LC,yes,no,4594237,1,20,19,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,NA,,,0,2.4,2.3,2.6,2.4,2.5,2.6,2.5,0,NA,,NA,,FishBase,#VALUE!,#VALUE!,#VALUE!,colourful and patterned,colourful,0,,1,in water column; form large feeding aggregations,FishBase,abundant,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=225&menuentry=soorten),0.8-1,abundant throughout,omnivore,,3.8,"Food items include algae, small crustaceans and fish, and various invertebrate larvae",compressiform
Perciformes,Pomacentridae,Chromis cyanea,blue chromis,0,adult,0,0,4,LC,yes,yes,2695726,3,60,57,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,25,TL,,0,3.7,3.5,3.7,3.6,3.7,3.4,3.6,1,0,,1,bright blue but would this show up at depth?,FishBase,1,1,conspicuous,colourful,colourful,1,"""retreats into coral crevices when frightened""",1,schooling,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=226&menuentry=soorten); FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=226&menuentry=soorten),0.01-1,more common near tip,planktivore,,3.7,"feeds in aggregations of the small zooplankton, primarily copepods",compressiform
Perciformes,Pomacentridae,Chromis cyanea,blue chromis,0,juvenile,0,0,4,LC,yes,yes,2695726,3,60,57,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,NA,,,0,3.7,3.5,3.7,3.6,3.7,3.4,3.6,1,0,,1,bright blue but would this show up at depth?,FishBase,1,1,conspicuous,colourful,colourful,1,"""retreats into coral crevices when frightened""",1,schooling,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=226&menuentry=soorten); FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=226&menuentry=soorten),0.01-1,more common near tip,planktivore,,3.7,"feeds in aggregations of the small zooplankton, primarily copepods",compressiform
Perciformes,Pomacentridae,Chromis insolata,sunshinefish,0,adult,0,0,4,LC,yes,yes,2884295,10,100,90,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,16,TL,,0,2.6,3.2,2.8,2.9,3.8,2.5,3.1,1,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,in water column,FishBase,NA,,0.01-1,more common offshore and near tip,planktivore,,3.4,Feeds on plankton,compressiform
Perciformes,Pomacentridae,Chromis insolata,sunshinefish,0,juvenile,0,0,4,LC,yes,yes,2884295,10,100,90,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,NA,,,0,2.6,3.2,2.8,2.9,3.8,2.5,3.1,1,0,,1,yellow,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column,FishBase,NA,,0.01-1,more common offshore and near tip,planktivore,,3.4,Feeds on plankton,compressiform
Perciformes,Pomacentridae,Chromis multilineata,brown chromis,0,adult,0,0,4,LC,yes,no,4092640,2,60,58,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,20,TL,,0,3.6,3.5,3.7,3.6,3.9,3.5,3.7,1,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,diurnal and in water column; schooling,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=227&menuentry=soorten),0.01-1,more common near tip,planktivore,,3,"feed on plankton, mainly copepods. ",fusiform
Perciformes,Pomacentridae,Chromis multilineata,brown chromis,0,juvenile,0,0,4,LC,yes,no,4092640,2,60,58,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,shoaling,NA,,,0,3.6,3.5,3.7,3.6,3.9,3.5,3.7,1,NA,,NA,,FishBase,#VALUE!,#VALUE!,#VALUE!,NA,NA,0,,1,diurnal and in water column; schooling,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=227&menuentry=soorten),0.01-1,more common near tip,planktivore,,3,"feed on plankton, mainly copepods. ",fusiform
Perciformes,Pomacentridae,Chromis scotti,purple reeffish,0,adult,0,0,4,LC,yes,no,3023862,40,80,40,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,10,TL,,1,3.4,2.5,2.6,2.8,NA,2.6,2.7,0,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,in water column,FishBase,common (43% of sites),Reef Life Survey (https://www.reeflifesurvey.com/species/chromis-scotti/); not sure if florida specifici,0-1,more common in SW,planktivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3875),3.4,,compressiform
Perciformes,Pomacentridae,Chromis scotti,purple reeffish,0,juvenile,0,0,4,LC,yes,no,3023862,40,80,40,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,1,3.4,2.5,2.6,2.8,NA,2.6,2.7,0,0,,0,,FishBase,0,0,none,colourful,colourful,0,,1,in water column,FishBase,common (43% of sites),Reef Life Survey (https://www.reeflifesurvey.com/species/chromis-scotti/); not sure if florida specifici,0-1,more common in SW,planktivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3875),3.4,,compressiform
Perciformes,Pomacentridae,Microspathodon chrysurus,yellowtail damselfish,0,adult,0,0,3,LC,yes,no,3311774,0,10,10,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,21,TL,,0,3.1,2.4,2.4,2.6,2.6,2.3,2.5,0,0,,1,yellow tail,FishBase,1,1,conspicuous,neutral,neutral,0,,1,in water column near reef,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=224&menuentry=soorten),0.01-1,more common at tip,herbivore,,2.1,Feed primarily on algae but also on polyps of fire coral (Ref. 3139) and other invertebrate animal material,compressiform
Perciformes,Pomacentridae,Microspathodon chrysurus,yellowtail damselfish,0,juvenile,0,0,3,LC,yes,no,3311774,0,10,10,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,0,3.1,2.4,2.4,2.6,2.6,2.3,2.5,0,0,,1,blue spots and yellow tail,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column near reef,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=224&menuentry=soorten),0.01-1,more common at tip,omnivore,,2.1,Feed primarily on algae but also on polyps of fire coral (Ref. 3139) and other invertebrate animal material,compressiform
Perciformes,Pomacentridae,Stegastes adustus,dusky damselfish,0,adult,0,0,4,LC,yes,yes,2624596,0,3,3,1,0,yes,1,no,0,0,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,15,TL,,1,3.2,2.7,2.5,2.8,2.8,2.7,2.8,0,0,,0,,FishBase,,0,none,neutral,neutral,0,,,,,,,,,herbivore,,2.5,Feed primarily on algae and detritus. ,compressiform
Perciformes,Pomacentridae,Stegastes diencaeus,longfin damselfish,0,adult,0,0,4,LC,yes,yes,2434399,2,45,43,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,13,TL,,1,2.7,3.4,3.3,3.1,3,2.1,2.8,0,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,in water column and territorial,FishBase,NA,,0.01-1,more common near tip,omnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3878),2,,compressiform
Perciformes,Pomacentridae,Stegastes diencaeus,longfin damselfish,0,juvenile,0,0,4,LC,yes,yes,2434399,2,45,43,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,1,2.7,3.4,3.3,3.1,3,2.1,2.8,0,0,,1,bright yellow with blue lines,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,1,in water column and territorial,FishBase,NA,,0.01-1,more common near tip,omnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3878),2,,compressiform
Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,0,adult,0,0,5,LC,yes,yes,2660071,1,10,9,1,0,yes,1,yes,1,2,yes,1,yes,1,no,0,yes,1,yes,1,4,1,demersal,1,solitary,10,TL,,1,2.9,2.9,2.8,2.9,3.1,2.9,3.1,1,0,,0,,FishBase,0,0,none,neutral,neutral,0,,NA,,,,,0-1,more common near tip,omnivore,,3.1,"Adults feed on algae, polychaetes, amphipods, foraminiferans and gastropods while juveniles feed on harpacticoid copepods, nemerteans and polychaetes",compressiform
Perciformes,Pomacentridae,Stegastes leucostictus,beaugregory,0,juvenile,0,0,5,LC,yes,yes,2660071,1,10,9,1,0,yes,1,yes,1,2,yes,1,yes,1,no,0,yes,1,yes,1,4,1,demersal,1,solitary,NA,,,1,2.9,2.9,2.8,2.9,3.1,2.9,3.1,1,0,,1,yellow,Reef Guide (https://reefguide.org/keys/beaugregory.html),1,1,conspicuous,colourful and patterned,colourful,NA,,NA,,,,,0-1,more common near tip,omnivore,,3.1,"Adults feed on algae, polychaetes, amphipods, foraminiferans and gastropods while juveniles feed on harpacticoid copepods, nemerteans and polychaetes",compressiform
Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,0,adult,0,0,5,LC,yes,yes,2824658,1,100,99,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,10,TL,,1,3.2,3.3,2.9,3.1,3,2.8,3.1,1,0,,1,,FishBase,1,1,conspicuous,colourful and patterned,colourful,0,,NA,,,,,0-1,more common near tip,omnivore,,2,"Feed primarily on algae but also on polychaetes, hydroids, copepods and ascidians",compressiform
Perciformes,Pomacentridae,Stegastes partitus,bicolor damselfish,0,juvenile,0,0,5,LC,yes,yes,2824658,1,100,99,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,6,TL,Hixon et al. 2012 (https://esajournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1890/11-1525.1),1,3.2,3.3,2.9,3.1,3,2.8,3.1,1,0,,1,,FishBase,1,1,conspicuous,NA,NA,NA,,NA,,,,,0-1,more common near tip,omnivore,,2,"Feed primarily on algae but also on polychaetes, hydroids, copepods and ascidians",compressiform
Perciformes,Pomacentridae,Stegastes planifrons,threespot damselfish,0,adult,0,0,4,LC,yes,yes,2542441,1,30,29,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,13,TL,,1,2.3,2.4,2.3,2.3,2.6,2.2,2.4,0,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,"in water column; territorial and aggressive, sometimes to divers",FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=223&menuentry=soorten),0.01-1,more common at tip,herbivore,,3.3,"Feed mainly on algae but also on harpacticoid copepods, small gastropods, eggs of mollusks, sponges, polychaetes and hydroids",compressiform
Perciformes,Pomacentridae,Stegastes planifrons,threespot damselfish,0,juvenile,0,0,4,LC,yes,yes,2542441,1,30,29,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,1,2.3,2.4,2.3,2.3,2.6,2.2,2.4,0,0,,1,yellow,FishBase,1,1,conspicuous,colourful,colourful,0,,1,"in water column; territorial and aggressive, sometimes to divers",FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=223&menuentry=soorten),0.01-1,more common at tip,herbivore,,3.3,"Feed mainly on algae but also on harpacticoid copepods, small gastropods, eggs of mollusks, sponges, polychaetes and hydroids",compressiform
Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,0,adult,0,0,5,LC,yes,yes,2889787,0,30,30,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,12.5,TL,,1,2.5,2.6,4.2,3.1,2.9,2.9,3.1,1,0,,1,some yellow patches ,Google Images,1,1,conspicuous,neutral,neutral,0,,NA,,,NA,,NA,no map provided,omnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3884),2.5,,compressiform
Perciformes,Pomacentridae,Stegastes xanthurus,cocoa damselfish,0,juvenile,0,0,5,LC,yes,yes,2889787,0,30,30,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,NA,,,1,2.5,2.6,4.2,3.1,2.9,2.9,3.1,1,0,,1,yellow patches with eyespot,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/gallery/specie/3884),1,1,conspicuous,colourful and patterned,colourful,NA,,NA,,,NA,,NA,no map provided,omnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3884),2.5,,compressiform
Perciformes,Sciaenidae,Equetus punctatus,spotted drum,0,adult,0,0,5,LC,no,yes,2457672,3,30,27,1,1,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,25,TL,,0,discard,discard,discard,NA,4.7,3.6,4.1,1,0,,1,pattern,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,"""Secretive and usually solitary, under ledges or near small caves""",0,,FishBase,occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=183&menuentry=soorten),0-1,more common at tip,invertivore,,3.5,"Feeds at night on crabs, shrimps, and polychaetes.",fusiform
Perciformes,Sciaenidae,Pareques acuminatus,highhat,0,adult,0,0,5,LC,yes,no,3964011,0,60,60,1,1,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,schooling,25,TL,,0,4.3,3.4,discard,3.9,NA,3.2,3.5,1,0,,1,stripes,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,"near bottom or "" under eroded edges of seagrass beds""",0,,FishBase,occasional,Wikipedia (https://en.wikipedia.org/wiki/Pareques_acuminatus#cite_note-FWP-2) - can't find where they got it from,0.8-1,abundant throughout ,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3802),3.6,,fusiform
Perciformes,Scombridae,Scomberomorus maculatus,spanish mackerel,0,adult,0,0,4,LC,no,no,951573,0,35,35,1,0,yes,1,yes,1,2,yes,1,no,0,no,0,yes,1,yes,1,3,1,demersal,1,schooling,101,TL,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/4262),0,5.2,3.9,5,4.7,NA,5.2,5,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column,FishBase,NA,,0.8-1,abundant throughout,carnivore,,4.5,"Feeds mainly on small fishes (clupeoids and anchovies), few quantities of penaeoid shrimps and cephalopods.",fusiform
Perciformes,Scombridae,Scomberomorus regalis,cero,0,adult,0,0,4,LC,no,no,2880310,1,20,19,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,schooling,83,TL,,0,5.6,6,6.2,6,NA,5.7,5.8,1,1,silvering,0,,FishBase,1,-1,cryptic,silvering,silvering,0,,1,in water column; occassionally schools,FishBase,common to abundant,http://identifyfish.blogspot.com/2010/10/cero-mackerel-scomberomorus-regalis.html,0.8-1,abundant throughout,carnivore,,4.5,"Feeds on clupeoids (Harengula, Jenkinsia and Opisthonema) and atherinids (Allanetta [= Craterocephalus), squids and shrimps.",fusiform
Perciformes,Serranidae,Hypoplectrus floridae,florida barred hamlet,0,adult,0,0,5,LC,no,yes,290789,3,20,17,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,15,TL,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/5320),1,3.1,3.5,2.8,3.1,NA,3.3,3.2,1,0,,1,white bars,FishBase,1,1,conspicuous,neutral pattern,neutral,1,near bottom,1,in water column,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/5320),NA,,0-1,only found near tip,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/5320),3.8,TROPHIC LEVEL BASED ON CLOSEST RELATIVES,fusiform
Perciformes,Serranidae,Hypoplectrus gemma,blue hamlet,0,adult,0,0,5,LC,no,yes,539504,3,20,17,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,13,TL,,1,2.8,3.1,2.7,2.9,NA,3.2,3.1,1,0,,0,,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3503),0,0,none,colourful,colourful,0,,NA,,,NA,,NA,no map provided,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3503),3.8,TROPHIC LEVEL BASED ON CLOSEST RELATIVES,fusiform
Perciformes,Serranidae,Hypoplectrus indigo,indigo hamlet,0,adult,0,0,4,LC,no,yes,2157149,3,45,42,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,15,TL,,1,2.8,3.1,2.8,2.9,2.9,2.9,2.9,0,0,,1,barred,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,solitary at bottom of reef,0,,FishBase; Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3506),NA,,0-1,more common near tip; few areas of high probability,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3506),3.9,TROPHIC LEVEL BASED ON CLOSEST RELATIVES,compressiform
Perciformes,Serranidae,Hypoplectrus nigricans,black hamlet,0,adult,0,0,5,LC,yes,yes,2316474,3,67,64,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,15.2,TL,,1,2.8,3.1,2.8,2.9,3,3,3.1,1,0,,0,,FishBase,0,0,none,neutral,neutral,0,,NA,,,uncommon,REEF (https://www.reef.org/sites/default/files/Hamlet%20Cheat%20Sheet.pdf),0-1,only found at tip,carnivore,,4,Feeds on fishes and crustaceans ,compressiform
Perciformes,Serranidae,Hypoplectrus puella,barred hamlet,0,adult,0,0,5,LC,yes,yes,2613991,3,90,87,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,13,TL,,1,2.9,2.7,2.9,2.8,3.3,2.9,3.1,1,0,,1,barred with some yellow,FishBase,1,1,conspicuous,neutral pattern,neutral,1,always found near cover,0,,FishBase,common to occasional ,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=229&menuentry=soorten),0-1,more common near tip,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3509),3.7,,compressiform
Perciformes,Serranidae,Hypoplectrus randallorum,tan hamlet,0,adult,0,0,5,LC,yes,yes,1009466,3,15,12,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,13,TL,,1,3.6,3.2,3,3.3,NA,3,3.1,1,0,,0,,FishBase,0,0,none,neutral,neutral,0,,1,in water column,FishBase,NA,,NA,no map provided,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3511),3.7,BASED ON CLOSEST RELATIVES,fusiform
Perciformes,Serranidae,Hypoplectrus unicolor,butter hamlet,0,adult,0,0,4,LC,no,yes,2595063,7,25,18,1,0,yes,1,no,0,1,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,13,TL,,1,2.5,2.7,2.1,2.4,3.3,3.1,2.9,0,0,,1,pale yellow with pigment spots,FishBase,1,1,conspicuous,neutral,neutral,1,near bottom,0,,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=228&menuentry=soorten),occasioal,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=228&menuentry=soorten),0.01-1,more common near tip,carnivore,,4,Mainly carnivorous,compressiform
Perciformes,Serranidae,Serranus baldwini,lantern bass,0,adult,0,0,5,LC,yes,no,3305095,1,80,79,1,0,yes,1,yes,1,2,no,0,yes,1,no,0,yes,1,yes,1,3,1,demersal,1,solitary,7.5,TL,,1,4.1,4,3.8,4,NA,4,4,1,0,,1,pattern ,FishBase,1,1,conspicuous,camouflage,camouflage,1,"""hovers just above or rests on bottom""",0,,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=241&menuentry=soorten),occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=241&menuentry=soorten),0-1,only found at very tip,carnivore,,4.1,Feeds on caridean shrimp and small fish,fusiform
Perciformes,Serranidae,Serranus tabacarius,tobaccofish,0,adult,0,0,4,LC,yes,no,3098683,1,75,74,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,21.8,TL,,0,3.6,4.8,4.6,4.3,4.9,4.7,4.6,1,0,,1,pattern,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,"""tend to stay near the bottom""",0,,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=239&menuentry=soorten),common to occasional,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=239&menuentry=soorten),0.01-1,more common at tip,carnivore,Smithsonian Tropical Research Institute (https://biogeodb.stri.si.edu/caribbean/en/thefishes/species/3559),4.2,,elongated
Perciformes,Serranidae,Serranus tigrinus,harlequin bass,0,adult,0,0,5,LC,yes,yes,2727297,0,40,40,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,solitary,12.3,TL,,1,3.7,4.2,5,4.3,5.6,3.9,4.6,1,0,,1,pattern ,FishBase,1,1,conspicuous,camouflage,camouflage,1,solitary; near bottom in coral or rubble areas,0,,FishBase,common,Marine Species Identification Portal (http://species-identification.org/species.php?species_group=caribbean_diving_guide&id=237&menuentry=soorten),0-1,more common near tip,invertivore,,3.5,Feeds mainly upon crustaceans,fusiform
Perciformes,Serranidae,Serranus tortugarum,chalk bass,0,adult,0,0,5,LC,no,yes,2443221,2,90,88,1,0,yes,1,yes,1,2,no,0,no,0,no,0,yes,1,yes,1,2,1,demersal,1,schooling,8,TL,,1,3.8,4.8,3.8,4.1,NA,4.6,4.4,1,0,,1,striped ,FishBase,1,1,conspicuous,colourful and patterned,colourful,1,found near bottom,1,often in small groups hovering over bottom,FishBase,NA,,0.01-1,more common near tip,planktivore,,3.1,Feeds on plankton,fusiform
